city,state,zone,latitude,longitude,population_million,industrialization,year,month,month_name,season,aqi,aqi_category,pm25_ug_m3,pm10_ug_m3,no2_ug_m3,so2_ug_m3,co_mg_m3,o3_ug_m3,nh3_ug_m3,temperature_celsius,humidity_pct,wind_speed_kmh,rainfall_mm,visibility_km,respiratory_admissions_per_100k,asthma_er_visits_per_100k,copd_cases_per_100k,cardiovascular_events_per_100k,premature_deaths_pollution,child_respiratory_infections_per_100k
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2022,6,June,Monsoon,144,Moderate,75.6,137.2,21.3,10.1,0.88,14.3,13.5,37.4,67.5,2.8,75.6,14.3,33.7,11.2,9.8,11.0,0.1,28.0
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2022,7,July,Monsoon,83,Satisfactory,31.7,77.3,7.3,6.3,0.2,5.0,9.1,28.7,75.0,3.0,271.9,10.5,25.9,12.7,6.7,10.7,0.1,31.9
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2022,8,August,Monsoon,83,Satisfactory,31.7,57.0,27.3,13.7,0.23,11.6,6.3,31.0,82.5,4.2,47.3,8.5,16.3,3.7,1.7,13.2,0.4,7.0
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2022,9,September,Monsoon,97,Satisfactory,34.2,97.5,35.5,10.9,1.23,39.6,12.6,24.3,65.9,9.8,9.6,12.2,23.9,10.2,4.1,6.7,0.1,12.8
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2022,10,October,Post-Monsoon,129,Moderate,71.2,132.0,36.9,13.3,0.85,27.1,9.1,21.7,60.7,9.1,68.6,16.0,23.0,9.4,4.8,7.7,0.1,24.0
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2022,11,November,Post-Monsoon,239,Poor,102.3,194.4,58.4,16.4,2.54,17.6,19.0,20.8,50.2,7.5,13.7,7.5,49.4,21.3,9.4,12.5,0.66,52.1
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2022,12,December,Winter,195,Moderate,102.4,220.1,40.2,22.1,1.68,47.0,11.2,19.3,52.6,6.7,1.3,7.9,42.2,11.6,8.4,13.5,0.49,22.4
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2023,1,January,Winter,240,Poor,92.0,139.4,48.0,11.8,1.28,30.4,12.7,16.1,56.4,9.5,3.2,7.3,47.3,12.2,11.3,12.8,0.46,31.3
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2023,2,February,Winter,271,Poor,127.9,303.9,53.9,27.6,1.92,45.5,26.1,14.5,57.2,7.0,3.2,4.8,71.2,23.9,16.7,17.7,0.1,41.0
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2023,3,March,Summer,142,Moderate,64.8,132.5,29.8,16.8,0.88,50.5,12.4,23.6,59.5,8.3,28.0,11.0,31.5,14.0,11.6,8.3,0.48,22.6
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2023,4,April,Summer,143,Moderate,55.4,109.5,36.7,14.9,1.04,22.3,7.1,28.4,51.8,8.1,3.3,12.6,25.1,10.5,2.2,11.7,0.65,25.2
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2023,5,May,Summer,137,Moderate,64.1,115.6,43.4,13.7,1.15,41.6,10.4,37.2,76.6,4.3,7.3,9.4,21.1,5.9,6.3,6.9,0.42,22.7
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2023,6,June,Monsoon,112,Moderate,37.5,72.8,24.2,9.4,0.84,19.9,10.0,35.7,61.6,2.9,148.8,13.2,18.5,4.4,1.7,11.4,0.1,17.9
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2023,7,July,Monsoon,80,Satisfactory,28.0,52.8,20.6,3.4,0.94,48.5,3.7,30.0,77.8,3.6,54.5,12.7,23.8,7.6,5.6,8.1,0.1,20.3
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2023,8,August,Monsoon,92,Satisfactory,45.7,103.0,29.8,9.6,0.79,26.8,6.1,27.7,97.6,3.5,83.7,12.9,17.0,9.7,4.0,11.7,0.19,16.3
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2023,9,September,Monsoon,84,Satisfactory,34.9,95.6,9.4,9.5,0.9,32.2,5.7,27.2,88.8,7.4,98.9,15.4,21.8,2.7,4.0,9.4,0.1,21.2
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2023,10,October,Post-Monsoon,132,Moderate,61.0,96.1,32.6,15.7,1.27,10.8,9.8,20.5,49.3,5.5,38.1,11.3,39.4,6.8,8.0,9.5,0.69,37.8
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2023,11,November,Post-Monsoon,203,Poor,71.8,126.4,58.6,18.6,2.84,17.0,12.1,21.6,61.1,7.9,7.2,9.0,42.1,9.0,10.3,13.1,0.1,46.5
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2023,12,December,Winter,236,Poor,125.1,233.9,52.0,23.6,2.79,26.8,17.0,13.8,52.8,6.1,3.6,6.5,66.3,20.1,17.9,12.2,0.38,40.2
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2024,1,January,Winter,210,Poor,82.2,158.6,47.3,25.7,2.91,27.9,19.4,15.2,52.1,4.2,0.1,9.1,56.4,22.1,10.2,11.9,0.38,58.3
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2024,2,February,Winter,196,Moderate,80.4,176.6,53.2,21.7,1.01,46.0,16.1,11.3,57.8,2.5,6.4,9.3,57.4,22.7,14.4,10.2,0.29,37.2
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2024,3,March,Summer,118,Moderate,57.7,156.3,37.7,18.4,1.04,60.0,10.1,29.0,70.4,3.0,21.6,12.6,24.8,9.3,7.7,14.1,0.1,19.7
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2024,4,April,Summer,174,Moderate,99.5,259.3,28.7,26.6,1.78,14.1,10.5,30.8,77.7,8.2,0.5,8.1,35.1,12.1,8.9,12.0,0.1,30.8
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2024,5,May,Summer,133,Moderate,72.0,115.4,13.8,2.3,1.26,36.4,10.5,35.8,40.3,8.9,11.2,11.6,36.1,10.0,12.6,10.8,0.6,30.7
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2024,6,June,Monsoon,98,Satisfactory,27.1,34.8,26.2,11.9,0.23,57.9,6.7,34.4,61.4,5.3,0.5,12.4,31.5,9.0,5.6,5.9,0.1,22.5
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2024,7,July,Monsoon,76,Satisfactory,30.8,48.5,25.7,4.1,1.22,39.8,3.0,25.2,84.3,4.4,139.5,14.7,20.9,8.3,6.5,13.1,0.1,19.2
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2024,8,August,Monsoon,91,Satisfactory,53.4,92.7,20.3,12.2,0.91,56.3,6.1,31.2,85.9,3.7,13.7,14.6,20.3,8.1,9.2,8.2,0.1,29.8
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2024,9,September,Monsoon,46,Good,40.3,93.4,16.5,3.6,0.71,29.5,1.7,30.4,69.2,5.9,75.9,12.0,24.6,9.3,5.0,11.5,0.17,23.5
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2024,10,October,Post-Monsoon,93,Satisfactory,24.4,41.9,8.8,6.2,0.32,40.9,4.7,19.1,63.0,6.2,7.4,13.9,36.0,16.3,8.2,9.2,0.16,37.6
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2024,11,November,Post-Monsoon,228,Poor,118.2,203.8,56.0,19.6,2.28,7.2,15.0,24.0,47.4,3.4,4.0,6.8,51.1,15.2,12.9,15.3,0.1,56.1
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2024,12,December,Winter,180,Moderate,72.3,128.4,42.9,34.7,2.64,46.7,13.5,11.4,32.1,3.8,0.7,5.7,42.5,19.4,10.4,12.7,0.55,25.4
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2025,1,January,Winter,204,Poor,95.2,171.2,37.2,29.2,1.28,31.7,20.4,12.3,30.3,4.1,1.9,7.8,50.4,15.3,11.0,8.5,0.1,52.9
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2025,2,February,Winter,243,Poor,82.7,193.5,53.3,28.4,2.99,11.5,20.0,10.7,40.4,3.6,1.8,5.8,55.5,22.1,13.7,13.3,0.35,65.2
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2025,3,March,Summer,128,Moderate,48.0,118.7,33.9,19.7,0.95,30.4,13.5,21.4,55.1,7.6,26.7,12.0,40.3,15.7,6.3,7.5,0.29,37.8
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2025,4,April,Summer,131,Moderate,48.2,95.2,30.2,11.2,0.48,35.6,8.1,34.3,62.3,1.5,19.8,10.4,28.3,10.4,7.9,9.6,0.1,23.2
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2025,5,May,Summer,129,Moderate,57.4,96.3,36.7,15.2,1.11,51.6,13.7,34.5,65.8,3.8,10.1,11.5,31.8,9.0,7.5,9.3,0.31,37.8
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2025,6,June,Monsoon,119,Moderate,70.3,149.4,37.2,6.7,1.6,18.3,6.2,31.6,59.6,3.5,44.0,13.2,17.3,9.3,4.5,10.5,0.4,22.2
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2025,7,July,Monsoon,98,Satisfactory,42.2,79.6,15.1,7.0,1.14,25.5,8.9,28.6,75.5,9.8,101.3,13.2,27.7,10.3,5.2,11.3,0.1,28.6
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2025,8,August,Monsoon,118,Moderate,45.8,107.3,21.6,15.5,0.43,67.3,2.0,27.8,83.2,4.7,294.0,12.0,27.1,11.7,3.0,10.5,0.1,13.9
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2025,9,September,Monsoon,74,Satisfactory,46.9,101.6,10.3,9.1,0.46,34.9,12.4,26.0,71.0,2.9,129.5,12.2,25.9,10.4,7.0,11.1,0.13,24.7
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2025,10,October,Post-Monsoon,137,Moderate,49.7,84.4,22.2,12.0,2.13,5.0,9.9,25.9,56.3,4.7,127.5,13.7,48.6,18.8,7.3,11.3,0.16,35.7
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2025,11,November,Post-Monsoon,210,Poor,80.7,176.1,61.1,16.1,2.93,22.9,21.2,22.1,69.9,8.5,41.9,5.0,51.8,20.8,11.5,14.1,0.1,42.9
Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2.0,Medium,2025,12,December,Winter,191,Moderate,90.2,170.4,40.1,8.5,3.11,25.9,10.8,11.6,48.5,1.7,2.6,12.1,46.5,17.6,12.9,15.9,1.03,39.7
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2015,1,January,Winter,185,Moderate,77.3,129.5,50.7,25.4,2.25,31.6,14.0,15.0,39.4,5.6,13.0,7.6,53.0,18.6,9.6,9.2,0.1,58.3
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2015,2,February,Winter,172,Moderate,76.8,193.6,51.9,12.2,0.57,59.9,13.8,9.1,42.0,3.9,4.5,6.4,37.4,12.7,8.2,8.6,0.42,14.4
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2015,3,March,Summer,154,Moderate,79.9,139.4,30.6,25.0,0.96,58.5,11.5,23.5,51.8,2.3,4.7,10.2,27.4,11.9,3.4,12.8,0.16,16.8
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2015,4,April,Summer,141,Moderate,80.5,202.1,42.9,7.9,2.34,47.1,11.9,30.2,42.2,4.0,8.2,11.1,22.6,7.3,3.6,11.3,0.31,25.4
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2015,5,May,Summer,143,Moderate,71.7,143.7,26.5,15.5,1.97,36.4,7.9,27.7,52.9,8.5,63.2,12.6,31.1,13.7,4.6,11.4,0.27,29.9
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2015,6,June,Monsoon,73,Satisfactory,15.2,23.1,21.2,4.8,1.5,21.6,3.7,34.5,55.4,4.3,92.0,14.7,16.8,4.4,5.4,9.8,0.1,17.5
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2015,7,July,Monsoon,46,Good,17.2,50.3,14.7,6.4,0.2,33.2,1.0,34.2,87.1,6.0,338.8,10.2,20.1,10.7,3.0,10.9,0.4,11.7
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2015,8,August,Monsoon,71,Satisfactory,39.5,65.2,9.2,3.9,1.1,56.6,1.3,25.6,82.6,3.2,178.4,12.4,27.6,8.1,7.2,9.3,0.1,20.7
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2015,9,September,Monsoon,69,Satisfactory,23.2,43.4,3.5,11.4,0.2,51.8,5.5,30.8,75.8,2.9,218.2,13.4,12.0,6.0,2.5,9.8,0.3,15.1
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2015,10,October,Post-Monsoon,129,Moderate,64.7,129.8,35.2,13.3,1.64,35.2,15.3,21.9,61.4,3.8,46.1,10.5,20.3,5.9,4.7,10.2,0.1,14.7
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2015,11,November,Post-Monsoon,209,Poor,110.5,265.1,50.4,26.4,2.21,22.9,17.3,21.8,58.5,5.1,18.4,7.3,38.8,11.0,7.6,12.4,0.2,27.8
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2015,12,December,Winter,198,Moderate,82.7,156.7,38.3,37.6,2.97,15.6,16.4,11.7,43.6,4.0,4.0,12.6,43.7,18.5,12.4,8.1,0.1,36.4
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2016,1,January,Winter,196,Moderate,73.1,166.5,38.8,14.0,0.7,28.2,21.0,10.1,35.7,2.6,8.5,7.8,52.7,20.8,10.0,13.1,0.27,52.6
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2016,2,February,Winter,210,Poor,77.6,125.2,31.6,8.4,2.61,17.9,27.1,15.7,65.6,19.2,0.3,9.0,49.9,14.4,10.7,14.3,0.42,45.1
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2016,3,March,Summer,127,Moderate,74.2,152.2,36.8,15.5,1.3,49.4,10.4,25.2,59.7,8.7,6.4,14.5,31.5,9.2,7.1,9.1,0.1,39.0
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2016,4,April,Summer,143,Moderate,52.2,108.5,43.8,20.6,1.71,25.9,11.5,28.7,53.9,8.7,19.5,11.9,25.2,5.2,7.5,11.8,0.1,27.2
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2016,5,May,Summer,114,Moderate,39.1,86.6,20.2,16.2,1.41,49.7,13.6,35.9,58.5,6.7,20.2,12.2,28.2,13.7,6.7,11.5,0.29,36.9
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2016,6,June,Monsoon,146,Moderate,51.1,96.7,41.8,18.5,1.03,33.3,16.4,30.9,58.1,3.8,25.8,10.2,39.7,14.5,6.0,10.5,0.49,37.6
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2016,7,July,Monsoon,88,Satisfactory,49.9,90.9,25.6,9.6,1.06,24.5,10.4,27.3,82.9,2.6,152.1,8.9,21.4,10.9,7.6,11.8,0.1,12.8
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2016,8,August,Monsoon,59,Satisfactory,25.9,48.5,2.0,1.8,1.14,27.4,7.4,24.1,76.1,13.4,165.1,11.6,16.7,6.8,4.2,10.0,0.1,21.2
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2016,9,September,Monsoon,84,Satisfactory,29.7,47.1,28.7,10.7,0.64,36.9,12.2,28.2,82.8,7.4,10.7,11.2,18.1,4.1,1.1,9.7,0.1,21.4
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2016,10,October,Post-Monsoon,96,Satisfactory,53.7,103.4,23.0,6.1,1.13,52.2,13.5,20.6,68.1,3.9,1.8,8.8,28.6,6.5,8.0,14.0,0.25,21.4
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2016,11,November,Post-Monsoon,161,Moderate,73.3,123.5,35.3,6.2,0.9,8.7,11.9,27.3,59.5,2.3,29.8,9.3,34.6,13.3,3.5,10.9,0.33,32.1
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2016,12,December,Winter,208,Poor,94.3,222.3,41.9,21.7,1.78,47.9,18.3,19.8,60.9,2.5,3.8,9.0,45.2,15.9,7.6,9.1,0.22,30.2
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2017,1,January,Winter,206,Poor,108.9,233.9,48.5,31.0,3.08,34.6,21.8,18.6,58.4,2.0,4.2,10.0,43.9,17.0,8.7,15.0,0.45,40.0
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2017,2,February,Winter,175,Moderate,89.7,148.2,43.1,19.5,2.0,25.4,14.0,13.8,61.4,6.6,2.1,8.3,45.0,17.1,11.4,11.6,0.44,51.7
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2017,3,March,Summer,133,Moderate,66.9,126.3,19.8,15.3,0.71,32.3,11.4,28.1,67.5,8.6,18.9,13.6,30.0,8.8,4.0,8.9,0.55,17.0
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2017,4,April,Summer,138,Moderate,44.5,81.6,42.5,22.0,0.97,36.9,12.5,34.3,49.6,2.0,33.1,7.9,25.6,14.4,10.0,9.2,0.22,27.4
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2017,5,May,Summer,135,Moderate,59.7,148.2,33.4,15.6,1.26,56.3,15.2,35.1,60.4,3.8,20.7,10.2,28.1,7.0,5.5,11.3,0.11,25.0
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2017,6,June,Monsoon,118,Moderate,40.3,73.2,19.3,17.8,1.16,12.7,12.8,33.5,60.0,6.0,5.0,12.7,31.1,12.5,8.9,7.3,0.31,28.2
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2017,7,July,Monsoon,73,Satisfactory,40.6,87.6,17.6,1.0,0.87,17.8,4.7,29.7,78.2,2.7,21.2,13.1,16.3,2.9,5.7,9.1,0.5,11.4
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2017,8,August,Monsoon,52,Satisfactory,29.9,58.2,16.1,5.9,0.61,57.7,10.4,27.2,87.0,2.2,164.0,16.5,26.6,9.0,2.7,10.3,0.1,28.3
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2017,9,September,Monsoon,98,Satisfactory,36.0,92.1,17.9,7.7,1.23,35.0,16.1,28.9,78.0,6.3,136.5,10.4,33.1,14.9,10.4,12.4,0.1,29.8
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2017,10,October,Post-Monsoon,102,Moderate,54.5,100.6,15.6,18.6,1.08,38.3,8.6,25.8,66.2,8.4,60.7,11.3,30.7,12.8,2.8,7.0,0.1,28.2
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2017,11,November,Post-Monsoon,178,Moderate,80.7,147.2,17.1,13.0,1.02,21.3,17.6,25.0,60.0,2.8,35.0,11.5,34.6,9.0,8.3,11.6,0.25,42.2
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2017,12,December,Winter,188,Moderate,87.0,122.1,44.4,15.1,1.84,21.3,15.6,11.3,37.9,4.2,6.4,8.7,48.4,18.1,14.7,13.7,0.27,43.7
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2018,1,January,Winter,243,Poor,112.0,282.8,71.1,24.1,1.92,39.3,6.9,16.8,33.3,3.2,5.5,8.3,48.0,18.6,16.1,14.0,1.06,55.6
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2018,2,February,Winter,214,Poor,104.7,217.4,53.4,32.0,3.09,8.2,14.0,15.7,31.5,9.4,10.6,12.3,48.8,13.5,10.0,17.1,0.22,29.8
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2018,3,March,Summer,138,Moderate,76.3,180.4,36.4,10.4,1.13,34.3,16.2,24.1,63.8,3.2,2.2,9.4,35.8,14.3,7.9,12.2,0.79,27.4
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2018,4,April,Summer,146,Moderate,75.1,139.5,30.3,16.7,1.23,29.2,12.8,36.8,69.2,3.7,14.1,6.6,30.7,11.4,10.9,8.4,0.16,41.1
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2018,5,May,Summer,100,Satisfactory,54.8,116.5,33.7,12.5,1.06,22.9,7.4,34.7,59.8,2.4,14.5,12.6,26.8,10.4,7.2,11.7,0.36,21.4
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2018,6,June,Monsoon,117,Moderate,36.4,47.3,25.0,13.1,1.31,28.7,10.2,32.5,60.6,2.6,21.8,10.6,29.9,9.7,6.3,11.7,0.1,23.4
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2018,7,July,Monsoon,95,Satisfactory,43.7,81.6,20.3,11.0,1.57,26.0,1.9,30.9,76.1,7.1,182.1,11.8,17.9,10.2,1.5,8.0,0.23,15.2
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2018,8,August,Monsoon,48,Good,21.0,41.6,13.1,4.0,0.98,30.8,2.3,30.1,81.6,5.0,201.6,13.4,11.5,4.4,5.7,10.2,0.63,7.4
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2018,9,September,Monsoon,84,Satisfactory,34.3,42.6,13.8,10.5,0.68,26.0,11.4,29.3,86.1,7.2,155.6,13.4,27.9,7.3,5.6,12.1,0.2,16.4
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2018,10,October,Post-Monsoon,125,Moderate,68.7,104.1,42.0,10.7,2.04,46.4,8.1,23.3,79.6,6.9,47.7,12.1,38.0,11.7,11.6,9.1,0.1,40.5
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2018,11,November,Post-Monsoon,205,Poor,83.5,160.8,37.7,16.9,2.13,11.6,17.8,23.5,67.3,1.4,15.8,6.5,48.9,21.5,14.9,11.7,0.1,44.1
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2018,12,December,Winter,162,Moderate,72.8,159.2,38.8,13.5,1.84,35.3,16.7,10.4,31.6,2.3,8.1,11.4,50.7,13.2,14.2,8.9,0.1,37.3
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2019,1,January,Winter,148,Moderate,83.6,193.7,37.3,22.3,0.77,28.8,21.2,11.3,41.8,3.4,14.5,14.5,38.4,9.3,14.2,11.3,0.1,31.8
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2019,2,February,Winter,173,Moderate,71.0,169.7,30.7,12.0,1.25,26.7,13.2,11.6,61.8,7.6,13.4,8.5,53.2,14.7,15.6,11.4,0.58,43.9
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2019,3,March,Summer,93,Satisfactory,33.4,71.2,35.4,13.5,1.3,34.2,6.9,19.9,46.1,8.7,1.9,11.9,24.8,11.0,3.5,11.0,0.18,17.7
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2019,4,April,Summer,119,Moderate,48.5,91.0,31.3,19.2,1.63,48.5,18.7,32.4,80.6,9.3,0.1,12.0,34.0,7.0,7.6,11.4,0.1,31.2
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2019,5,May,Summer,120,Moderate,62.4,117.7,21.2,3.4,0.87,51.5,10.5,37.1,53.5,12.0,19.2,12.3,30.8,11.8,6.2,11.4,0.44,30.0
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2019,6,June,Monsoon,96,Satisfactory,47.4,110.3,13.9,16.5,1.61,21.0,11.0,32.4,58.4,1.0,26.5,13.0,19.0,7.4,5.6,9.7,0.68,20.1
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2019,7,July,Monsoon,87,Satisfactory,50.7,119.9,10.3,10.0,1.26,51.3,9.9,29.9,95.5,4.6,215.7,11.4,25.6,13.4,8.9,13.2,0.23,35.0
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2019,8,August,Monsoon,92,Satisfactory,45.7,91.6,17.0,9.8,0.51,43.2,11.9,28.7,75.8,5.3,89.0,12.9,30.0,11.1,6.5,15.3,0.1,29.3
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2019,9,September,Monsoon,72,Satisfactory,39.6,78.4,16.4,2.9,0.53,14.8,1.0,25.3,83.4,7.5,238.7,14.3,29.2,7.7,5.5,11.8,0.1,26.9
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2019,10,October,Post-Monsoon,95,Satisfactory,32.4,60.4,22.8,19.5,0.84,8.0,5.9,24.0,46.7,8.9,48.2,12.0,31.8,11.4,2.8,9.7,0.22,26.8
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2019,11,November,Post-Monsoon,204,Poor,115.1,270.9,41.4,27.6,2.0,7.5,9.5,18.8,46.7,3.1,9.6,9.0,53.0,20.1,7.9,13.0,0.1,55.6
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2019,12,December,Winter,165,Moderate,95.1,184.6,31.3,18.3,1.78,14.1,17.9,9.2,41.5,12.9,0.1,8.9,37.6,15.5,3.6,14.2,0.1,33.4
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2020,1,January,Winter,179,Moderate,87.0,196.7,36.7,18.9,1.19,34.5,14.1,20.5,52.3,5.6,4.9,9.3,43.3,10.6,12.1,10.6,0.33,50.7
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2020,2,February,Winter,175,Moderate,60.6,153.7,39.2,16.6,1.91,20.7,20.0,14.6,40.2,3.7,0.2,7.7,46.0,16.6,13.3,16.6,0.1,51.1
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2020,3,March,Summer,105,Moderate,46.7,85.8,35.5,7.5,0.79,28.7,11.3,23.3,78.8,4.8,10.5,8.3,29.0,8.1,5.0,12.6,0.1,33.5
Indore,Madhya Pradesh,Central,22.7196,75.8577,2.2,Medium,2020,4,April,Summer,90,Satisfactory,32.4,72.4,23.2,10.9,1.57,31.5,10.1,33.9,45.1,3.6,17.0,12.2,30.1,9.8,5.5,9.9,0.62,21.4
